user_id,category,item_id,rating,clicked
8,electronics,item-005,2.1,0
8,home,item-006,3.4,1
8,fashion,item-007,4.7,1
8,books,item-008,1.0,0
8,sports,item-009,2.3,0
8,electronics,item-010,3.6,1
9,home,item-001,2.6,0
9,fashion,item-002,3.9,1
9,books,item-003,0.2,0
9,sports,item-004,1.5,0
9,electronics,item-005,2.8,0
9,home,item-006,4.1,1
9,fashion,item-007,0.4,0
9,books,item-008,1.7,0
9,sports,item-009,3.0,1
9,electronics,item-010,4.3,1
10,home,item-001,3.3,1
10,fashion,item-002,4.6,1
10,books,item-003,0.9,0
10,sports,item-004,2.2,0
10,electronics,item-005,3.5,1
10,home,item-006,4.8,1
10,fashion,item-007,1.1,0
10,books,item-008,2.4,0
10,sports,item-009,3.7,1
10,electronics,item-010,0.0,0
11,home,item-001,4.0,1
11,fashion,item-002,0.3,0
11,books,item-003,1.6,0
11,sports,item-004,2.9,0
11,electronics,item-005,4.2,1
11,home,item-006,0.5,0
11,fashion,item-007,1.8,0
11,books,item-008,3.1,1
11,sports,item-009,4.4,1
11,electronics,item-010,0.7,0
12,home,item-001,4.7,1
12,fashion,item-002,1.0,0
12,books,item-003,2.3,0
12,sports,item-004,3.6,1
12,electronics,item-005,4.9,1
12,home,item-006,1.2,0
12,fashion,item-007,2.5,0
12,books,item-008,3.8,1
12,sports,item-009,0.1,0
12,electronics,item-010,1.4,0
13,home,item-001,0.4,0
13,fashion,item-002,1.7,0
13,books,item-003,3.0,1
13,sports,item-004,4.3,1
13,electronics,item-005,0.6,0
13,home,item-006,1.9,0
13,fashion,item-007,3.2,1
13,books,item-008,4.5,1
13,sports,item-009,0.8,0
13,electronics,item-010,2.1,0
14,home,item-001,1.1,0
14,fashion,item-002,2.4,0
14,books,item-003,3.7,1
14,sports,item-004,0.0,0
14,electronics,item-005,1.3,0
14,home,item-006,2.6,0
14,fashion,item-007,3.9,1
14,books,item-008,0.2,0
14,sports,item-009,1.5,0
14,electronics,item-010,2.8,0
15,home,item-001,1.8,0
15,fashion,item-002,3.1,1
15,books,item-003,4.4,1
15,sports,item-004,0.7,0
15,electronics,item-005,2.0,0
15,home,item-006,3.3,1
15,fashion,item-007,4.6,1
15,books,item-008,0.9,0
15,sports,item-009,2.2,0
15,electronics,item-010,3.5,1
16,home,item-001,2.5,0
16,fashion,item-002,3.8,1
16,books,item-003,0.1,0
16,sports,item-004,1.4,0
16,electronics,item-005,2.7,0
16,home,item-006,4.0,1
16,fashion,item-007,0.3,0
16,books,item-008,1.6,0
16,sports,item-009,2.9,0
16,electronics,item-010,4.2,1
17,home,item-001,3.2,1
17,fashion,item-002,4.5,1
17,books,item-003,0.8,0
17,sports,item-004,2.1,0
17,electronics,item-005,3.4,1
17,home,item-006,4.7,1
17,fashion,item-007,1.0,0
17,books,item-008,2.3,0
17,sports,item-009,3.6,1
17,electronics,item-010,4.9,1
18,home,item-001,3.9,1
18,fashion,item-002,0.2,0
18,books,item-003,1.5,0
18,sports,item-004,2.8,0
18,electronics,item-005,4.1,1
18,home,item-006,0.4,0
18,fashion,item-007,1.7,0
18,books,item-008,3.0,1
18,sports,item-009,4.3,1
18,electronics,item-010,0.6,0
19,home,item-001,4.6,1
19,fashion,item-002,0.9,0
19,books,item-003,2.2,0
19,sports,item-004,3.5,1
19,electronics,item-005,4.8,1
19,home,item-006,1.1,0
19,fashion,item-007,2.4,0
19,books,item-008,3.7,1
19,sports,item-009,0.0,0
19,electronics,item-010,1.3,0
20,home,item-001,0.3,0
20,fashion,item-002,1.6,0
20,books,item-003,2.9,0
20,sports,item-004,4.2,1
20,electronics,item-005,0.5,0
20,home,item-006,1.8,0
20,fashion,item-007,3.1,1
20,books,item-008,4.4,1
20,sports,item-009,0.7,0
20,electronics,item-010,2.0,0
21,home,item-001,1.0,0
21,fashion,item-002,2.3,0
21,books,item-003,3.6,1
21,sports,item-004,4.9,1
21,electronics,item-005,1.2,0
21,home,item-006,2.5,0
21,fashion,item-007,3.8,1
21,books,item-008,0.1,0
21,sports,item-009,1.4,0
21,electronics,item-010,2.7,0
22,home,item-001,1.7,0
22,fashion,item-002,3.0,1
22,books,item-003,4.3,1
22,sports,item-004,0.6,0
22,electronics,item-005,1.9,0
22,home,item-006,3.2,1
22,fashion,item-007,4.5,1
22,books,item-008,0.8,0
22,sports,item-009,2.1,0
22,electronics,item-010,3.4,1
23,home,item-001,2.4,0
23,fashion,item-002,3.7,1
23,books,item-003,0.0,0
23,sports,item-004,1.3,0
23,electronics,item-005,2.6,0
23,home,item-006,3.9,1
23,fashion,item-007,0.2,0
23,books,item-008,1.5,0
23,sports,item-009,2.8,0
23,electronics,item-010,4.1,1
24,home,item-001,3.1,1
24,fashion,item-002,4.4,1
24,books,item-003,0.7,0
24,sports,item-004,2.0,0
24,electronics,item-005,3.3,1
24,home,item-006,4.6,1
24,fashion,item-007,0.9,0
24,books,item-008,2.2,0
24,sports,item-009,3.5,1
24,electronics,item-010,4.8,1
25,home,item-001,3.8,1
25,fashion,item-002,0.1,0
25,books,item-003,1.4,0
25,sports,item-004,2.7,0
25,electronics,item-005,4.0,1
25,home,item-006,0.3,0
25,fashion,item-007,1.6,0
25,books,item-008,2.9,0
25,sports,item-009,4.2,1
25,electronics,item-010,0.5,0
26,home,item-001,4.5,1
26,fashion,item-002,0.8,0
26,books,item-003,2.1,0
26,sports,item-004,3.4,1
26,electronics,item-005,4.7,1
26,home,item-006,1.0,0
26,fashion,item-007,2.3,0
26,books,item-008,3.6,1
26,sports,item-009,4.9,1
26,electronics,item-010,1.2,0
27,home,item-001,0.2,0
27,fashion,item-002,1.5,0
27,books,item-003,2.8,0
27,sports,item-004,4.1,1
27,electronics,item-005,0.4,0
27,home,item-006,1.7,0
27,fashion,item-007,3.0,1
27,books,item-008,4.3,1
27,sports,item-009,0.6,0
27,electronics,item-010,1.9,0
28,home,item-001,0.9,0
28,fashion,item-002,2.2,0
28,books,item-003,3.5,1
28,sports,item-004,4.8,1
28,electronics,item-005,1.1,0
28,home,item-006,2.4,0
28,fashion,item-007,3.7,1
28,books,item-008,0.0,0
28,sports,item-009,1.3,0
28,electronics,item-010,2.6,0
29,home,item-001,1.6,0
29,fashion,item-002,2.9,0
29,books,item-003,4.2,1
29,sports,item-004,0.5,0
29,electronics,item-005,1.8,0
29,home,item-006,3.1,1
29,fashion,item-007,4.4,1
29,books,item-008,0.7,0
29,sports,item-009,2.0,0
29,electronics,item-010,3.3,1
30,home,item-001,2.3,0
30,fashion,item-002,3.6,1
30,books,item-003,4.9,1
30,sports,item-004,1.2,0
30,electronics,item-005,2.5,0
30,home,item-006,3.8,1
30,fashion,item-007,0.1,0
30,books,item-008,1.4,0
30,sports,item-009,2.7,0
30,electronics,item-010,4.0,1
31,home,item-001,3.0,1
31,fashion,item-002,4.3,1
31,books,item-003,0.6,0
31,sports,item-004,1.9,0
31,electronics,item-005,3.2,1
31,home,item-006,4.5,1
31,fashion,item-007,0.8,0
31,books,item-008,2.1,0
31,sports,item-009,3.4,1
31,electronics,item-010,4.7,1
32,home,item-001,3.7,1
32,fashion,item-002,0.0,0
32,books,item-003,1.3,0
32,sports,item-004,2.6,0
32,electronics,item-005,3.9,1
32,home,item-006,0.2,0
32,fashion,item-007,1.5,0
32,books,item-008,2.8,0
32,sports,item-009,4.1,1
32,electronics,item-010,0.4,0
33,home,item-001,4.4,1
33,fashion,item-002,0.7,0
33,books,item-003,2.0,0
33,sports,item-004,3.3,1
33,electronics,item-005,4.6,1
33,home,item-006,0.9,0
33,fashion,item-007,2.2,0
33,books,item-008,3.5,1
33,sports,item-009,4.8,1
33,electronics,item-010,1.1,0
34,home,item-001,0.1,0
34,fashion,item-002,1.4,0
34,books,item-003,2.7,0
34,sports,item-004,4.0,1
34,electronics,item-005,0.3,0
34,home,item-006,1.6,0
34,fashion,item-007,2.9,0
34,books,item-008,4.2,1
34,sports,item-009,0.5,0
34,electronics,item-010,1.8,0
35,home,item-001,0.8,0
35,fashion,item-002,2.1,0
35,books,item-003,3.4,1
35,sports,item-004,4.7,1
35,electronics,item-005,1.0,0
35,home,item-006,2.3,0
35,fashion,item-007,3.6,1
35,books,item-008,4.9,1
35,sports,item-009,1.2,0
35,electronics,item-010,2.5,0
36,home,item-001,1.5,0
36,fashion,item-002,2.8,0
36,books,item-003,4.1,1
36,sports,item-004,0.4,0
36,electronics,item-005,1.7,0
36,home,item-006,3.0,1
36,fashion,item-007,4.3,1
36,books,item-008,0.6,0
36,sports,item-009,1.9,0
36,electronics,item-010,3.2,1
37,home,item-001,2.2,0
37,fashion,item-002,3.5,1
37,books,item-003,4.8,1
37,sports,item-004,1.1,0
37,electronics,item-005,2.4,0
37,home,item-006,3.7,1
37,fashion,item-007,0.0,0
37,books,item-008,1.3,0
37,sports,item-009,2.6,0
37,electronics,item-010,3.9,1
38,home,item-001,2.9,0
38,fashion,item-002,4.2,1
38,books,item-003,0.5,0
38,sports,item-004,1.8,0
38,electronics,item-005,3.1,1
38,home,item-006,4.4,1
38,fashion,item-007,0.7,0
38,books,item-008,2.0,0
38,sports,item-009,3.3,1
38,electronics,item-010,4.6,1
39,home,item-001,3.6,1
39,fashion,item-002,4.9,1
39,books,item-003,1.2,0
39,sports,item-004,2.5,0
39,electronics,item-005,3.8,1
39,home,item-006,0.1,0
39,fashion,item-007,1.4,0
39,books,item-008,2.7,0
39,sports,item-009,4.0,1
39,electronics,item-010,0.3,0
40,home,item-001,4.3,1
40,fashion,item-002,0.6,0
40,books,item-003,1.9,0
40,sports,item-004,3.2,1
40,electronics,item-005,4.5,1
40,home,item-006,0.8,0
40,fashion,item-007,2.1,0
40,books,item-008,3.4,1
40,sports,item-009,4.7,1
40,electronics,item-010,1.0,0
